Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193286","11,570973",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193287","11,570972",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193288","11,570971",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193289","11,57097",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19329","11,570969",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193291","11,570968",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193292","11,570967",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193293","11,570966",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193294","11,570965",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193295","11,570964",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193296","11,570963",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193297","11,570962",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193298","11,570961",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193299","11,57096",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933","11,570959",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193301","11,570958",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193302","11,570957",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193303","11,570956",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193304","11,570955",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193305","11,570954",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193306","11,570953",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193307","11,570952",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193308","11,570951",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193309","11,57095",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19331","11,570949",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193311","11,570948",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193312","11,570947",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193313","11,570946",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193314","11,570945",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193315","11,570944",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193316","11,570943",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193317","11,570942",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193318","11,570941",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193319","11,57094",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19332","11,570939",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193321","11,570938",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193322","11,570937",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193323","11,570936",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193324","11,570935",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193325","11,570934",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193326","11,570933",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193327","11,570932",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193328","11,570931",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193329","11,57093",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19333","11,570929",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193331","11,570928",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193332","11,570927",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193333","11,570926",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193334","11,570925",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193335","11,570924",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193336","11,570923",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193337","11,570922",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193338","11,570921",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193339","11,57092",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19334","11,570919",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193341","11,570918",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193342","11,570917",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193343","11,570916",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193344","11,570915",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193345","11,570914",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193346","11,570913",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193347","11,570912",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193348","11,570911",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193349","11,57091",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19335","11,570909",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,192929","11,571268",13.07.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,192871","11,5713",28.07.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193355","11,570904",02.11.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193351","11,570908",04.11.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193352","11,570907",04.11.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193353","11,570906",04.11.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193354","11,570905",30.12.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193274","11,570722",30.12.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194177","11,572063",30.12.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193273","11,570723",31.01.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193277","11,570719",21.04.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193275","11,570721",22.04.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193357","11,570902",03.05.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193276","11,57072",30.06.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,197702","11,565728",20.07.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193356","11,570903",10.08.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193358","11,570901",29.08.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193154","11,5709",29.08.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193278","11,570773",02.09.2022,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193154","11,571096",24.04.2023,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
SWM Versorgungs GmbH,Lieberweg,46,,80937,München,Bayern,Kreisfreie Stadt München,"48,205212","11,572912",03.09.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lieberweg,46a,,80937,München,Bayern,Kreisfreie Stadt München,"48,205294","11,573053",03.09.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Georg Jos. Kaes GmbH,Maria-Probst-Straße,6,,80939,München,Bayern,Kreisfreie Stadt München,"48,191199","11,588244",01.09.2023,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Georg Jos. Kaes GmbH,Maria-Probst-Straße,6,,80939,München,Bayern,Kreisfreie Stadt München,"48,19125","11,588481",01.09.2023,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
V-Markt,Maria-Probst-Straße,6,,80939,München,Bayern,Kreisfreie Stadt München,"48,191199","11,588244",08.09.2023,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
ALDI SÜD,Freisinger Landstraße,64,,80939,München,Bayern,Kreisfreie Stadt München,"48,1975488","11,6263767",27.06.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
ALDI SÜD,Freisinger Landstraße,64,,80939,München,Bayern,Kreisfreie Stadt München,"48,1975488","11,6263767",27.06.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
ALDI SÜD,Freisinger Landstraße,64,,80939,München,Bayern,Kreisfreie Stadt München,"48,1975488","11,6263767",27.06.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
APCOA PARKING Deutschland GmbH,Lilienthalallee,40,,80939,München,Bayern,Kreisfreie Stadt München,"48,1970141","11,6111761",01.12.2016,11,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,
E.ON Drive GmbH,Lilienthalallee,40,,80939,München,Bayern,Kreisfreie Stadt München,"48,196262","11,61039",26.01.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Lilienthalallee,40,,80939,München,Bayern,Kreisfreie Stadt München,"48,196262","11,61039",26.01.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Lilienthalallee,40,,80939,München,Bayern,Kreisfreie Stadt München,"48,196262","11,61039",26.01.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Lilienthalallee,40,,80939,München,Bayern,Kreisfreie Stadt München,"48,196262","11,61039",26.01.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Pfalzwerke AG,Muthmannstraße,4,,80939,München,Bayern,Kreisfreie Stadt München,"48,204244","11,618373",22.04.2020,75,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Pfalzwerke AG,Muthmannstraße,4,,80939,München,Bayern,Kreisfreie Stadt München,"48,204244","11,618373",22.04.2020,45,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EWE Go GmbH,Maria-Probst-Str.,1,,80939,München,Bayern,Kreisfreie Stadt München,"48,1924551","11,58462167",28.04.2021,100,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",75,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Floriansmühlstr.,13,,80939,München,Bayern,Kreisfreie Stadt München,"48,191704","11,620376",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Floriansmühlstr.,13a,,80939,München,Bayern,Kreisfreie Stadt München,"48,191679","11,620515",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Leopoldstr.,153,,80939,München,Bayern,Kreisfreie Stadt München,"48,171139","11,585194",26.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
deer GmbH,Am Ausbesserungswerk,8,,80939,München,Bayern,Kreisfreie Stadt München,"48,197997","11,606032",09.08.2021,72,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Wirelane GmbH,Dachauer Strasse,421,,80992,München,Bayern,Kreisfreie Stadt München,"48,18032","11,5121946",22.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,2BD3 22FD 514A E880 D82A 5A9A 3BDE B4F2 07E7 2402 0595 BB91 3743 31CE B636 3F4F 1D8D 0B14 2A7D AE41 749D 9FCA 352E 5757,AC Steckdose Typ 2,22,4088 2446 3729 7AED BB98 1093 4CC4 74A2 554C B4D2 57AA BEA8 5D11 D77E 9991 28BB D59B B8AB 3B5B D8CE F5C4 204E 7E16 F0DE,,,,,,
MAHAG Automobilhandel und Service GmbH & Co. oHG,Georg-Brauchle-Ring,75,,80992,München,Bayern,Kreisfreie Stadt München,"48,176499","11,527049",27.12.2022,75,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 65A7 2A0E B463 050C 9013 6DD5 DDE5 A5D0 032C 740B D8B2 0A6B 01EC 9029 62EB 5C98 C817 FA61 31DA B366 DC64 B2E3 BC06 ADAC BE6B F4D8 D0E2 DECB DE87 F63C 001A C265,"AC Steckdose Typ 2, DC Kupplung Combo",75,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 8D72 AE17 47F8 FD92 D424 0B51 F0E4 D0F7 1C89 97CC 1512 043A D611 A4FB AA9D B540 55DD 12A0 BF45 5DF2 F1C8 53F8 9B98 72B8 C41B B283 6B60 8CC3 A359 AC0E A8AF 06A1,,,,,,
Wickenhäuser GmbH&Co KG,Georg-Brauchle-Ring,68,,80992,München,Bayern,Kreisfreie Stadt München,"48,1770195","11,5302712",01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Wickenhäuser GmbH&Co KG,Georg-Brauchle-Ring,68,,80992,München,Bayern,Kreisfreie Stadt München,"48,1770195","11,5302712",01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Park One GmbH,Pelkovenstraße,145,,80992,München,Bayern,Kreisfreie Stadt München,"48,1823931","11,5308946",01.07.2015,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Park One GmbH,Pelkovenstraße,143,Parkhaus Mona Einkaufszentrum,80992,München,Bayern,Kreisfreie Stadt München,"48,18259988","11,53090459",01.08.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,
Park One GmbH,Pelkovenstr.,143,Parkhaus Mona Einkaufszentrum,80992,München,Bayern,Kreisfreie Stadt München,"48,18259272","11,53088314",01.08.2022,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Park One GmbH,Pelkovenstr.,145,Park One GmbH,80992,München,Bayern,Kreisfreie Stadt München,"52,52310031","13,38662133",22.07.2023,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,
